name,address,phone,email,birth_date,product,total,amount,customerLat,customerLong,product_desc,purchase_date,user_agent,is_user,tag
Victoria Henderson,"202 Karen River
Payneberg, MS 12416",001-111-652-3081x79959,matthewcraig@bullock-robinson.com,7/1/47,Dark Blue Slacks,$55.99 ,6,45.134518,-80.184125,"Forward adult type attorney one civil that. Keep accept look with.
Focus tree specific president. Scientist during adult.",6/28/93,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),FALSE,0
Alexandra Jackson,"498 Joseph Dale
West Deborah, MA 71956",029-487-7082x28997,matthewgomez@castillo-juarez.com,8/29/79,Grey Sweater,$55.99 ,6,80.453047,-83.941379,International worker ground world modern able. Service view page including interest. Interesting might set also tough both night.,11/6/99,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),TRUE,0
Nicole Davis,"436 Williams Station Suite 284
West Megan, OH 55706",026-754-6450x49800,laurahopkins@smith-torres.org,8/8/48,Grey Sweater,$19.99 ,0,16.978892,-132.399923,More tree ok enter arm those up good. Create friend image issue lose consumer. Rest word include go popular director billion.,7/4/11,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/29.0.806.0 Safari/535.1",FALSE,0
Catherine Bell,"151 Nathan Keys Suite 283
Gwendolynburgh, SC 02958",774.028.9965x29428,lcox@mayo-stout.com,11/3/91,Grey Sweater,$10.99 ,2,65.941552,-157.509242,"List right find reach ok even.
Tree environmental media. May us idea type improve face simply. Beyond production school certainly body by.",3/27/01,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.40.5 (KHTML, like Gecko) Version/4.0 Safari/535.40.5",FALSE,1
Jennifer King,"5767 Ward Landing
New Jaredfurt, NV 54999",+1-662-511-1913x957,bbailey@hotmail.com,12/2/18,Dark Blue Slacks,$22.50 ,0,-44.4446475,-156.094728,"Note away adult board. Value day power PM church.
Staff model everybody necessary campaign develop economic. And home she. Seat push tend participant practice view gun cultural.",12/28/10,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/10.1f5889.0 Mobile/78W706 Safari/536.1",FALSE,0
Katherine Perkins,"2428 Lee Rue Suite 250
Debbieville, RI 27881",001-202-844-5519x25674,ncollier@phillips.com,9/16/34,Blue Sweater,$19.99 ,3,87.4756545,151.356651,"Smile deal across avoid. Easy memory since.
Throughout research adult radio daughter market key exactly. Senior response knowledge item expect.",10/4/06,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.10.6 (KHTML, like Gecko) Version/5.0 Safari/533.10.6",TRUE,0
Dustin Johnson,"760 Nicholas Manor Suite 368
Reidview, SD 54111",063-340-1302x571,antonio15@hotmail.com,8/26/54,Dark Blue Slacks,$10.99 ,5,-81.6179265,84.663324,"Address office market off.
Several ago newspaper central morning light. Their arm fight authority speech nation.
Set agreement mention single camera nation. Land campaign quality lead above house.",7/15/15,Opera/9.23.(Windows CE; mk-MK) Presto/2.9.164 Version/10.00,TRUE,1
Kyle Wright,"04750 Burns Motorway
Morrisport, IN 65749",001-196-897-1777x4294,erodriguez@hotmail.com,7/22/58,Dark Blue Slacks,$22.50 ,1,-86.7000575,-36.011155,Moment per wife question program. Owner ago unit.,2/2/04,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 5_1 rv:6.0; mr-IN) AppleWebKit/531.42.7 (KHTML, like Gecko) Version/5.0 Safari/531.42.7",TRUE,0
Ryan Moore,"136 Marie Burg
North Tara, RI 67386",015-641-8947,ijames@johnson.com,8/7/70,Dark Grey Suit,$22.50 ,1,-31.020142,175.074088,Member option its military sign choice. Role who early buy. End thousand admit not. In what line pick after.,2/20/01,Opera/8.33.(Windows NT 5.2; sl-SI) Presto/2.9.162 Version/10.00,TRUE,0
Melissa Martinez,"296 Jillian Course
Weaverport, TX 01185",1005211811,rfrazier@evans-thompson.net,1/28/93,White Blouse,$22.50 ,3,36.9583895,13.110362,Understand water meet time individual health understand. Land tough perhaps serious just could floor. Husband same show suggest my protect other.,5/27/04,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_8) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/23.0.802.0 Safari/531.2",FALSE,1
Ryan Cole,"321 Angela Junction
Stoutstad, NC 13672",972-740-3250x99120,martinanthony@hotmail.com,1/21/96,Dark Blue Slacks,$22.50 ,0,-48.875108,-153.723301,"Our talk film because follow quickly spring. Require shake away door rise nation include.
Organization article whom charge. Tough effect add.",3/24/01,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 12_9 rv:3.0; gez-ER) AppleWebKit/534.2.2 (KHTML, like Gecko) Version/4.1 Safari/534.2.2",TRUE,1
Susan Dennis,"379 Nelson Island Apt. 544
South Olivia, TN 05487",872.634.8404x14479,krystalmorgan@morgan-parks.com,9/13/17,White Blouse,$55.99 ,4,65.9529015,-129.843345,"They like employee exist produce newspaper. Fund lose action age fly. Glass instead mean guy daughter total word.
Too respond low like education worry local. Rate tough bar modern best.",2/17/18,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.837.0 Safari/533.1",TRUE,1
Timothy Hurst,"9331 Guerrero Camp Suite 432
Carlsonstad, MO 90655",001-494-979-7871x8117,nmueller@hotmail.com,5/19/05,White Blouse,$10.99 ,4,-46.0269935,-136.241195,Trade interesting stock rich fight while. Safe sport instead building argue team. Again magazine expect kind enjoy wish these involve.,11/24/05,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/13.5m4288.0 Mobile/08G046 Safari/533.2",TRUE,0
Benjamin Torres,"075 Samuel Groves Suite 244
New Travis, AK 55394",694-300-3089x70114,mariacisneros@miller.com,12/25/10,White Blouse,$10.99 ,6,-65.580912,-28.833638,Likely hotel pressure price support building. Short pass various yes long. Question key personal part somebody computer.,3/18/99,Mozilla/5.0 (Windows NT 5.1; ks-IN; rv:1.9.0.20) Gecko/2013-08-08 09:14:25 Firefox/13.0,TRUE,1
Troy Reese,"2925 Mccormick Ports Apt. 556
South Sandra, HI 63271",526-218-2090,tamarawoodard@gmail.com,4/12/46,Black Leggings,$10.99 ,0,-21.9454965,5.163914,Let particularly nothing trade. Tv institution kind less cost successful air player. Commercial white somebody station step science.,5/26/19,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/58.0.863.0 Safari/535.0",TRUE,1
Ian Zamora,"68640 Ruiz Falls
Leborough, MA 72004",(681)508-7074,brianrobbins@young.com,10/3/21,Grey Sweater,$10.99 ,3,60.53634,-126.929311,Radio country vote movement water. Why significant hear. Medical expert like card ask consumer.,2/14/09,Opera/8.44.(Windows NT 10.0; cmn-TW) Presto/2.9.187 Version/10.00,TRUE,0
Anita Harris,"154 Mark Center Apt. 774
West Paul, WV 35317",929.548.3862x79914,jesse11@yahoo.com,7/27/47,White Blouse,$55.99 ,4,22.5221655,-100.517851,"Camera purpose government government blue whatever church. Hospital happy Mr culture environmental itself.
Him between structure civil. Speak ground worry thousand sit.",6/17/08,Opera/9.36.(X11; Linux i686; sd-PK) Presto/2.9.167 Version/12.00,TRUE,0
William Garcia,"847 Zachary Coves
Fordburgh, ME 81275",+1-653-055-3183x63876,fcastro@stewart-delgado.com,8/16/29,Dark Grey Suit,$22.50 ,2,32.3310085,87.575364,Word finish safe create about work tough. Land into and national wife. Call film out ability standard above.,5/4/16,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),TRUE,1
Megan Smith,"588 John Shoal
East Michelleberg, TN 42576",+1-755-652-6197x38423,shelby41@hotmail.com,3/20/90,Dark Grey Suit,$55.99 ,3,19.5359505,86.888809,"People surface food base.
Actually evening size international way after. Include choice least allow. Which my support spend with environment report discussion.",12/22/00,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/11.0t8018.0 Mobile/87L417 Safari/536.0",FALSE,1
Joshua Mueller,"67325 Sullivan Inlet
East Jane, IL 02053",001-927-093-5411x60844,piercephillip@gmail.com,4/13/78,Pink Sweater,$55.99 ,6,53.6850345,-125.568422,"Policy main those. Report green yes might yard television.
Relationship if song put. Reason risk entire think. Art free cup ok despite bed green.",10/10/97,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/531.6.5 (KHTML, like Gecko) Version/5.0.1 Safari/531.6.5",FALSE,1
Corey Silva,"353 Stacy Fields Suite 091
Georgeborough, MT 66100",156-359-1917x0523,andrewmcintosh@yahoo.com,6/19/64,Dark Blue Slacks,$55.99 ,2,48.885101,-33.400657,Create heart tonight interesting cover environmental issue too. Fly maybe prove throw ahead wind tonight. Require others address role.,8/24/13,Opera/8.65.(X11; Linux x86_64; id-ID) Presto/2.9.185 Version/11.00,FALSE,0
Morgan Obrien,"059 Malik Island
Sweeneyberg, NV 22775",355-109-3134x10096,howellbryan@hotmail.com,11/19/93,Pink Sweater,$19.99 ,4,74.2351815,38.01633,Home scientist police knowledge military almost few. Fire fire financial prevent. Writer five of woman expert in. Should prove pressure national Mr share only.,2/15/19,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),TRUE,0
Jennifer Smith,"8893 Ray Garden
Nathanielfort, NY 51361",(039)046-8772x5904,rogersutton@rodriguez.biz,2/12/72,Grey Sweater,$22.50 ,3,78.9925535,52.606017,"Cost word information many. Collection even law subject feeling deep.
Main style matter series nothing. Stage every require condition road. Article box center place fill particularly.",12/25/05,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/39.0.824.0 Mobile/98R625 Safari/531.1",FALSE,0
Sharon Smith,"009 Jennifer Lake Apt. 493
Wilsonborough, CT 97281",001-296-857-1561x1434,chawkins@yahoo.com,10/26/17,Pink Sweater,$10.99 ,6,-77.3815255,-59.296907,"Win never travel ability. Only have near speak. Serious image safe factor trial later. News fire property.
Kid fear camera while walk score. Movie apply detail put personal see form.",6/19/14,Opera/9.30.(X11; Linux x86_64; mni-IN) Presto/2.9.176 Version/12.00,TRUE,1
Matthew Dominguez,"376 Lucero Springs Suite 309
Lindsayhaven, LA 75473",065-778-5039x61202,johnsonkathryn@johnson.com,5/15/13,Grey Sweater,$19.99 ,6,3.8574885,-89.98487,Crime growth the rather suffer particular. Again difficult identify red eye discussion business. Identify machine the right scene just.,5/24/13,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1),FALSE,0
Diana Manning,"996 Herrera Courts Apt. 791
Bethfort, DE 59725",861-575-1039,dannydean@yahoo.com,6/22/45,Dark Grey Suit,$22.50 ,0,-43.0157255,-145.426682,"Hotel hope more. Describe big skin born imagine international investment.
Admit military he impact present necessary police. News agent child other down share discover. Carry language forward region.",7/4/18,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_3; rv:1.9.4.20) Gecko/2012-06-09 18:30:12 Firefox/4.0,TRUE,1
Allison Smith,"92743 Webb Branch
Brownland, CT 45505",300.132.4293,suzannemills@hotmail.com,1/21/24,Pink Sweater,$55.99 ,6,25.239615,-36.689157,Alone per final claim anything card example. Money however capital pretty. Camera half young economy win.,1/1/19,Mozilla/5.0 (Android 8.0.0; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,TRUE,1
Kendra Heath,"48300 Jared Gateway
Steinport, OH 04586",+1-727-358-0938x6648,ycannon@hotmail.com,1/9/32,Grey Sweater,$19.99 ,0,-5.6795955,-74.391064,"Out development student themselves recognize certain appear. Cultural computer film structure alone.
Doctor scientist simple teacher. Trade none huge. Head talk thought physical bed future test.",9/12/99,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_9 rv:2.0; id-ID) AppleWebKit/531.6.6 (KHTML, like Gecko) Version/5.0.1 Safari/531.6.6",FALSE,0
Ernest Phillips,"9124 Frank Mill
Lake Timothyshire, DC 79160",-2889,richard01@george.biz,12/9/79,Dark Grey Suit,$22.50 ,0,63.143636,166.986102,"Civil price against image price spring look sure. Order population consider listen.
Middle case everything crime herself citizen. Nothing buy mission share. Knowledge science set analysis goal check.",10/5/19,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/60.0.812.0 Safari/534.2",TRUE,0
John Hartman,"PSC 8572, Box 3466
APO AE 43516",811-168-2541x498,yrose@yahoo.com,11/28/51,Dark Grey Suit,$55.99 ,5,46.586858,-67.859746,"Choose speech night painting anyone accept. She current consumer interest that information unit. Over science two per.
Work wide beautiful admit approach price. Really him letter down artist phone.",1/17/09,Mozilla/5.0 (Windows NT 5.2; nhn-MX; rv:1.9.1.20) Gecko/2017-01-03 17:11:22 Firefox/3.8,TRUE,0
John Burke,"0378 Gomez Mountain
Robinsonfort, FL 63513",603.146.6261x824,lbowen@yahoo.com,4/6/04,Dark Blue Slacks,$10.99 ,4,45.8610285,-46.290077,"Natural pressure exactly road give. Parent and already many girl maintain hotel. Find current after since thousand stand.
Big some north believe energy brother state care. Office possible require.",8/24/20,Opera/8.69.(Windows NT 5.0; km-KH) Presto/2.9.164 Version/10.00,FALSE,1
Julie Dorsey,"8267 Brown Shore Suite 443
East Josephshire, WV 58341",001-822-024-6528x248,dcollins@yahoo.com,9/22/68,Dark Blue Slacks,$55.99 ,2,20.1052295,-170.024707,"Condition wall very candidate country rise. Choice hard wind central.
Way civil be figure health determine deal. Mention because simple method matter newspaper.",9/18/08,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0),TRUE,1
Ronald Richardson,"4522 Curry Drive Apt. 520
Nicoleton, AL 46586",001-505-416-2247x82831,deansarah@watkins.net,8/16/24,Black Leggings,$22.50 ,6,-74.0934595,-54.653703,Change also event change dog benefit take. Cell fact couple though situation technology claim. Write federal page pattern good stay article.,3/29/19,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2012-01-05 12:06:23 Firefox/14.0,TRUE,0
Kristin Davis,"PSC 7169, Box 1060
APO AA 18300",637-767-9877x267,joseph29@yahoo.com,10/31/19,Grey Sweater,$19.99 ,5,-17.8462745,-54.96639,"Character house onto put wall. Nature likely about present population. Family remain country prevent.
Two grow land. How score question year certain speech.",7/4/16,Opera/8.95.(X11; Linux x86_64; th-TH) Presto/2.9.173 Version/11.00,TRUE,0
Brian Elliott,"480 William Cape
Gibsonside, ME 93165",5802623318,shawn61@poole-flynn.net,8/25/68,Grey Sweater,$22.50 ,1,13.726989,110.025956,"Analysis product relationship. Stand Democrat threat increase trade present movement.
Girl reduce responsibility win car few. South new theory score.",11/8/20,Opera/9.88.(X11; Linux x86_64; ts-ZA) Presto/2.9.188 Version/12.00,TRUE,0
John Lyons,"9273 Alan Green
Lake Amandahaven, UT 87017",(685)691-0671x46520,kimberlylewis@hotmail.com,11/5/13,Grey Sweater,$10.99 ,1,-29.161525,-127.685687,Trouble rise standard often realize already. Southern international partner great three. Provide consumer east article well or. Prepare factor management nearly meet might three however.,7/13/15,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/63.0.885.0 Safari/536.0",FALSE,0
Joshua Scott,"847 Wright Mountain Suite 642
South Raymond, ME 02485",001-556-152-5850,ethomas@yahoo.com,8/6/20,Blue Sweater,$19.99 ,1,-66.336454,-141.905582,"Strategy his artist especially his help. Media box hold.
Teacher worker condition fight on. Affect change can several evidence half back.",6/23/00,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1),TRUE,1
Zachary Young,"3928 Hawkins Hills
New Elizabethchester, WA 33526",079.646.3305,mckeeerica@hotmail.com,7/27/75,Black Leggings,$22.50 ,1,18.3028135,-27.243749,"Popular see lot. Respond half lot read actually provide anyone.
Student attack accept decide involve popular.
And others mean enjoy nor few. Word reflect food.",1/30/99,Mozilla/5.0 (Windows 98; an-ES; rv:1.9.0.20) Gecko/2017-01-29 20:34:44 Firefox/9.0,FALSE,1
David Simpson,"Unit 5499 Box 2810
DPO AE 76995",094-961-0419x914,uherring@gmail.com,2/19/06,Blue Sweater,$10.99 ,3,-33.562339,-112.578582,Reason picture medical police guess. Physical father car environmental theory identify argue response. Surface population road later.,3/7/12,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_8) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/34.0.815.0 Safari/531.0",TRUE,0
Dakota Collins,"37797 Casey Port Suite 474
South Mikeland, IN 24890",1078453510,mjones@yahoo.com,2/13/00,Dark Blue Slacks,$22.50 ,6,-41.413331,44.396571,Trial important chair almost at scientist school. Agency rule reality successful. Positive player church plan all sort.,9/9/04,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2013-10-16 08:49:27 Firefox/3.6.11,TRUE,1
Kimberly Moore,"283 Melinda Parkways Suite 879
Collinschester, CT 23598",3047796029,jared83@hotmail.com,1/13/05,Pink Sweater,$55.99 ,3,73.621509,159.053293,"Begin author score. How dark scene down behind woman program service.
Point agree reveal because stop. Provide inside mean he owner must great month.",7/1/93,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.846.0 Safari/534.1",TRUE,1
Diane Mendoza,"806 Whitehead Mountains Suite 796
East Pamelaview, CA 45381",637.648.2845,sarah70@gmail.com,12/16/41,Blue Sweater,$22.50 ,6,79.3112715,67.970031,"Fall message know ability yourself. Question itself within defense day. Then someone push seek.
Bag a former management Republican. Light serious piece near truth challenge.",7/12/08,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.1),TRUE,0
Jeffrey Lindsey,"997 Hansen Fords
Lake Monica, DE 11577",041.375.8360x22018,vthompson@hotmail.com,1/18/95,Grey Sweater,$55.99 ,0,33.6915555,42.181451,"Source forget much road degree ability eat pull. Our middle support fall ability side. Huge knowledge head.
Such wind thus. Base dream consider southern carry.",7/24/98,Opera/8.99.(Windows NT 6.1; ku-TR) Presto/2.9.172 Version/10.00,FALSE,0
Mrs. Tara Rivera,"2881 Raymond Alley
Carolinefurt, NH 02247",001-508-902-0454x10607,clynch@hotmail.com,2/22/95,Pink Sweater,$22.50 ,5,9.1356895,127.03247,"Education garden shake surface its term top. Recent final large own government look mission natural.
Coach determine risk history animal skin. Little defense PM early traditional.",4/28/14,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),FALSE,0
